postcode,state,primary_suburb,all_suburbs
2250,NSW,"NSW 2534 BUCKETTY","NSW 2534 BUCKETTY|CALGA|EAST GOSFORD|ERINA|ERINA FAIR|NSW 2469 GOSFORD|GREENGROVE|HOLGATE|KARIONG|KULNURA|LISAROW|MATCHAM|MOUNT ELLIOT|MOUNT PRITCHARD MOUNT WHITE|NIAGARA PARK|NARARA|NORTH GOSFORD|PEATS RIDGE|POINT CLARE|POINT FREDERICK|SOMERSBY|SPRINGFIELD|TEN MILE HOLLOW|TASCOTT|WENDOREE PARK|WEST GOSFORD|WYOMING"
2251,NSW,"AVOCA BEACH","AVOCA BEACH|BENSVILLE|BOUDDI|COPACABANA|DAVISTOWN|GREEN POINT|KINCUMBER|PICKETTS VALLEY|SARATOGA|YATTALUNGA"
2256,NSW,"BLACKWALL","BLACKWALL|HORSFIELD BAY|KOOLEWONG|LITTLE WOBBY|PATONGA|PHEGANS BAY|PEARL BEACH|WONDABYNE|WOY WOY|WOY WOY BAY"
2257,NSW,"BOOKER BAY","BOOKER BAY|BOX HEAD|DALEYS POINT|EMPIRE BAY|ETTALONG BEACH|HARDYS BAY|KILLCARE|NSW 2444 PRETTY BEACH|STANHOPE GARDENS|NSW 2485 UMINA BEACH|WAGSTAFFE"
2258,NSW,"FOUNTAINDALE","FOUNTAINDALE|KANGY ANGY|PALM GROVE|PALMDALE"
2259,NSW,"ALISON","ALISON|BUSHELLS RIDGE|CHAIN VALLEY BAY|QLD 4567|CRANGAN BAY|DOORALONG|DURREN DURREN|FRAZER PARK|FORRESTERS BEACH FREEMANS|HAMLYN TERRACE|HALLORAN|GWANDALAN|KANWAL|JILLIBY|KIAR|LEMON TREE|LAKE MUNMORAH|LITTLE JILLIBY|MARDI|MANNERING PARK|MOONEE|RAVENSDALE|ROBINVALE IRRIGATION ROCKY POINT|TACOMA|TACOMA SOUTH|TUGGERAH|TUGGERAWONG|WADALBA|NSW 2651 WALLARAH|WARNERVALE|WATANOBBI|YARRAMALONG|WYONG|WULGULMERANG EAST WYONGAH|VIC 3885 WYONG CREEK|WOONGARRAH|WYBUNG|NSW 2540 WYEE|WYEE POINT"
2260,NSW,"ERINA HEIGHTS","ERINA HEIGHTS|NORTH AVOCA|TERRIGAL|WAMBERAL"
2261,NSW,"BAY VILLAGE","BAY VILLAGE|BERKELEY VALE|BATEAU BAY|BLUE BAY|CHITTAWAY BAY|CHITTAWAY POINT|GLENNING VALLEY|KILLARNEY VALE|LONG JETTY|MACDONNELL RANGE MAGENTA|SHELLY BEACH|THE ENTRANCE|TOOWOON BAY|TUMBI UMBI"
2262,NSW,"BLUE HAVEN","BLUE HAVEN|BUDGEWOI|BUFF POINT|COLONGRA|DOYALSON|HALEKULANI|SAN REMO"
2263,NSW,"CANTON BEACH","CANTON BEACH|CENTRAL QUEENSLAND MC CHARMHAVEN|GOROKAN|LAKE HAVEN|NORAH HEAD|NORAVILLE|TOUKLEY"
2264,NSW,"BALCOLYN","BALCOLYN|BONNELLS BAY|BREAKFAST CREEK BRIGHTWATERS|DORA CREEK|ERARING|MANDALONG|MORISSET|MORISSET PARK|MIRRABOOKA|MYUNA BAY|SILVERWATER|SUNSHINE"
2265,NSW,"COORANBONG","COORANBONG|MARTINSVILLE"
2267,NSW,"WANGI WANGI","WANGI WANGI"
2278,NSW,"BARNSLEY","BARNSLEY|KILLINGWORTH|WAKEFIELD"
2280,NSW,"BELMONT","BELMONT|BELMONT NORTH|BELMONT SOUTH|VIC 3977 CROUDACE BAY|FLORAVILLE|JEWELLS|MARKS POINT|NSW 2470 VALENTINE"
2281,NSW,"BLACKSMITHS","BLACKSMITHS|CAMBERWELL NORTH CAMS WHARF|NSW 2577|CAVES BEACH|LITTLE PELICAN|MUNGALLALA SOUTH MURRAYS BEACH|NORDS WHARF|PELICAN|PINNY BEACH|SWANSEA|SWANSEA HEADS"
2282,NSW,"ELEEBANA","ELEEBANA|LAKELANDS|WARNERS BAY"
2283,NSW,"AWABA","AWABA|ARCADIA VALE|BALMORAL|BLACKALLS PARK|BOLTON POINT|BUTTABA|CAREY BAY|COAL POINT|FASSIFERN|F FENNELL BAY|FISHING POINT|KILABEN BAY|RATHMINES|ROYAL BRISBANE HOSPITAL RYHOPE|TORONTO"
2284,NSW,"ARGENTON","ARGENTON|BOORAGUL|BOOLAROO|MARMONG POINT|NSW 2484 SPEERS POINT|TERALBA|WONGALING BEACH WOODRISING"
2285,NSW,"CAMERON PARK","CAMERON PARK|CARDIFF|CARDIFF HEIGHTS|CARDIFF SOUTH|EDGEWORTH|GLENDALE|MACQUARIE HILLS"
2286,NSW,"HOLMESVILLE","HOLMESVILLE|NSW 2350 SEAHAMPTON|WEST WALLSEND"
2287,NSW,"ELERMORE VALE","ELERMORE VALE|FLETCHER|MARYLAND|MINMI|RANKIN PARK|WALLSEND"
2289,NSW,"ADAMSTOWN","ADAMSTOWN|GARDEN SUBURB|HIGHFIELDS|KOTARA|KOTARA SOUTH"
2290,NSW,"BENNETTS GREEN","BENNETTS GREEN|CHARLESTOWN|DUDLEY|GATESHEAD|HILLSBOROUGH|KAHIBAH|MOUNT HUTTON|REDHEAD|TINGIRA HEIGHTS|WHITEBRIDGE"
2291,NSW,"MEREWETHER","MEREWETHER|THE JUNCTION"
2292,NSW,"QLD 4035 BROADMEADOW","QLD 4035 BROADMEADOW|HAMILTON NORTH"
2293,NSW,"QLD 4558 MARYVILLE","QLD 4558 MARYVILLE|WICKHAM"
2294,NSW,"CARRINGTON","CARRINGTON"
2295,NSW,"FERN BAY","FERN BAY|STOCKTON"
2296,NSW,"ISLINGTON","ISLINGTON"
2297,NSW,"PO TIGHES HILL","PO TIGHES HILL"
2298,NSW,"GARDEN ISLAND CREEK GEORGETOWN","GARDEN ISLAND CREEK GEORGETOWN|WARATAH|WARATAH WEST"
2299,NSW,"JESMOND","JESMOND|LAMBTON|NORTH LAMBTON"
2300,NSW,"BAR BEACH","BAR BEACH|COOKS HILL|NEWCASTLE|NEWCASTLE EAST|THE HILL"
2302,NSW,"NEWCASTLE WEST","NEWCASTLE WEST"
2303,NSW,"HAMILTON","HAMILTON|HAMILTON EAST|HAMILTON SOUTH"
2304,NSW,"KOORAGANG","KOORAGANG|MARSHALL MOUNT MAYFIELD|MAYFIELD EAST|MAYFIELD NORTH|MAYFIELD WEST|SANDGATE|WARABROOK"
2305,NSW,"KOTARA EAST","KOTARA EAST|NEW LAMBTON"
2306,NSW,"WINDALE","WINDALE"
2307,NSW,"SHORTLAND","SHORTLAND"
2308,NSW,"CALLAGHAN","CALLAGHAN"
2309,NSW,"DANGAR","DANGAR"
2311,NSW,"ALLYNBROOK","ALLYNBROOK|BINGLEBURRA|CARRABOLLA|EAST GRESFORD|ECCLESTON|GRESFORD|HALTON|LEWINSBROOK|LOSTOCK|MOUNT RIVERS|UPPER ALLYN"
2312,NSW,"MINIMBAH","MINIMBAH|NABIAC"
2315,NSW,"CORLETTE","CORLETTE|FINGAL BAY|NELSON BAY|SHOAL BAY"
2316,NSW,"ANNA BAY","ANNA BAY|BOBS FARM|BOAT HARBOUR|FISHERMANS BAY|ONE MILE|TAYLORS BEACH"
2317,NSW,"SALAMANDER BAY","SALAMANDER BAY|SOLDIERS POINT"
2318,NSW,"CAMPVALE","CAMPVALE|VIC 3265 FULLERTON COVE|FERODALE|MEDOWIE|OYSTER COVE|SALT ASH|WILLIAMTOWN"
2319,NSW,"MALLABULA","MALLABULA|TANILBA BAY|TILLIGERRY CREEK"
2320,NSW,"ANAMBAH","ANAMBAH|ABERGLASSLYN|ALLANDALE|BOLWARRA|FARLEY|GOSFORTH|GLEN OAK|HILLSBOROUGH|KEINBAH|LARGS|MAITLAND|MAITLAND NORTH|NSW 2251 MAITLAND VALE|LORN|LOUTH PARK|MELVILLE|MINDARIBBA|MOUNT DEE|POKOLBIN|ROTHBURY|ROSEBROOK|RUTHERFORD|SOUTH MAITLAND|TELARAH|WALLALONG|WINDELLA"
2321,NSW,"BERRY PARK","BERRY PARK|BUTTERWICK|CLARENCE TOWN|CLIFTLEIGH|DUCKENFIELD|DUNS CREEK|GLEN MARTIN|GLEN WILLIAM|HEDDON GRETA|HARPERS HILL|HINTON|LOCHINVAR|LUSKINTYRE|MORPETH|OSWALD|PHOENIX PARK|RAWORTH|QLD 4570 WILLOUGHBY NORTH WINDERMERE|WOODVILLE"
2322,NSW,"BERESFIELD","BERESFIELD|BLACK HILL|CHISHOLM|HEXHAM|LENAGHAN|STOCKRINGTON|TARRO|TOMAGO|THORNTON|WOODBERRY"
2323,NSW,"ASHTONFIELD","ASHTONFIELD|BRUNKERVILLE|BROUGHAMS GATE BUCHANAN|BUTTAI|EAST MAITLAND|GREEN HILLS|METFORD|MULBRING|MOUNT PANORAMA MOUNT VINCENT|PITNACREE|RICHMOND VALE|TENAMBIT"
2324,NSW,"BALICKERA","BALICKERA|BUNDABAH|BRANDY HILL|CARRINGTON|EAGLETON|EAST SEAHAM|HEATHERBRAE|HAWKS NEST|KARUAH|KINGS HILL|MILLERS FOREST|NELSONS PLAINS|NORTH ARM COVE|OSTERLEY|PINDIMAR|SAUMAREZ PONDS SEAHAM|TAHLEE|TEA GARDENS|SWAN BAY"
2325,NSW,"ABERDARE","ABERDARE|ABERNETHY|BELLBIRD|CESSNOCK|CESSNOCK WEST|CEDAR CREEK|CONGEWAI|CORRABARE|DAIRY ARM|ELLALONG|ELRINGTON|GRETA MAIN|KEARSLEY|LAGUNA|KITCHENER|LOVEDALE|MILLFIELD|MORUBEN|MURRAYS RUN|MOUNT VIEW|NARONE CREEK|NSW 2490 NULKABA|PAXTON|PELTON|QUORROBOLONG|QLD 4560|WATAGAN|WOLLOMBI|YENGO"
2326,NSW,"ABERMAIN","ABERMAIN|BISHOPS BRIDGE|LOXFORD|NEATH|SAWYERS GULLY|WESTON"
2327,NSW,"KURRI KURRI","KURRI KURRI|PELAW MAIN"
2328,NSW,"BUREEN","BUREEN|DALSWINTON|DENMAN|GIANTS CREEK|HOLLYDEEN|KERRABEE|MANGOOLA|MARTINDALE|WIDDEN|YARRAWA"
2329,NSW,"CASSILIS","CASSILIS|MERRIWA|UARBRY"
2330,NSW,"APPLETREE FLAT","APPLETREE FLAT|BIG RIDGE|BIG YENGO|BOWMANS CREEK|BULGA|BRIDGMAN|BRIGHTON NATHAN STREET BROKE|CAMBERWELL|CARROWBROOK|COMBO|CLYDESDALE|DARLINGTON|DYRRING|DUNOLLY|DONCASTER HEIGHTS DOYLES CREEK|DURAL|FALBROOK|NSW 2799 FORDWICH|FERN GULLY|GARLAND VALLEY|GLENNIES CREEK|GLENDON|GOULDSVILLE|GLENDON BROOK|GOWRIE|GLENRIDDING|GOORANGOOLA|GREENLANDS|HAWKESBURY HEIGHTS HEBDEN|HAMBLEDON HILL|HORSESHOE BEND HUNTERVIEW|HOWES VALLEY|HOWICK|JERRYS PLAINS|LEMINGTON|LONG POINT|MAISON DIEU|MILBRODALE|MITCHELLS FLAT|MIRANNIE|MOUNT ROYAL|MOUNT THORLEY|MOUNT OLIVE|RAVENSWORTH|REDBOURNBERRY|REEDY CREEK|RIXS CREEK|ROUGHIT|SEDGEFIELD|SCOTTS FLAT|SINGLETON|SINGLETON DC|ST CLAIR|WARKWORTH|WATTLE PONDS|WA 6236 WESTBROOK|WHITTINGHAM|WOLLEMI|WRATTENS FOREST WYLIES FLAT"
2333,NSW,"BAERAMI","BAERAMI|BAERAMI CREEK|BENGALLA|VIC 3844 CASTLE ROCK|EDDERTON|GUNGAL|KAYUGA|LIDDELL|MANOBALAI|MCCULLYS GAP|MUSCLE CREEK|MUSWELLBROOK|NSW 2358 SANDY HOLLOW|WYBONG"
2334,NSW,"GREENHILLS BEACH GRETA","GREENHILLS BEACH GRETA"
2335,NSW,"BELFORD","BELFORD|BRANXTON|CURRUMBIN VALLEY DALWOOD|EAST BRANXTON|ELDERSLIE|LECONFIELD|LAMBS VALLEY|LOWER BELFORD|STANHOPE"
2336,NSW,"ABERDEEN","ABERDEEN|DARTBROOK|DAVIS CREEK|ROSSGOLE|ROUCHEL|ROUCHEL BROOK|UPPER ROUCHEL"
2337,NSW,"BELLTREES","BELLTREES|BRAWBOY|BUNNAN|DRY CREEK|EGGS AND BACON BAY ELLERSTON|GLENBAWN|GLENROCK|GUNDY|KARS SPRINGS|MIDDLE BROOK|MOOBI|MOONAN BROOK|MOONAN FLAT|MURULLA|OMADALE|OWENS GAP|PARKVILLE|PAGES CREEK|SCONE|SEGENHOE|QLD 4053 STEWARTS BROOK|TOMALLA|WAVERLY|WINGEN|WOOLOOMA"
2338,NSW,"ARDGLEN","ARDGLEN|BLANDFORD|CRAWNEY|GREEN CREEK|MURRURUNDI|PAGES RIVER|SANDY CREEK|SCOTTS CREEK|TIMOR"
2339,NSW,"BIG JACKS CREEK","BIG JACKS CREEK|BRAEFIELD|CHILCOTTS CREEK|CATTLE CREEK|NSW 2324|PARRAWEENA|WARRAH|WARRAH CREEK|WILLOW TREE"
2340,NSW,"APPLEBY","APPLEBY|BECTIVE|BARRY|BITHRAMERE|CALALA|CARROLL|DARUKA|DUNGOWAN|DUNCANS CREEK|EAST TAMWORTH|GAROO|GIDLEY|GOWRIE|HANGING ROCK|HALLSVILLE|HILLVUE|KEEPIT|KINGSWOOD|LOOMBERAH|MOORE CREEK|NARRE WARREN EAST NEMINGHA|OGUNBIL|NSW 2671 NUNDLE|OXLEY VALE|PIALLAMORE|SOMERTON|SOUTH JOHNSTONE|TAMINDA|TAMWORTH|TIMBUMBURI|WALLAMORE|WARRAL|WEABONGA|WESTDALE|WEST TAMWORTH|WOOLOMIN"
2341,NSW,"WERRIS CREEK","WERRIS CREEK"
2342,NSW,"CURRABUBULA","CURRABUBULA|PIALLAWAY"
2343,NSW,"BORAMBIL","BORAMBIL|BLACKVILLE|BUNDELLA|CAROONA|COLLY BLUE|PINE RIDGE|QUIPOLLY|QUIRINDI|SPRING RIDGE|WALLABADAH|WARRAH RIDGE|WINDY|YARRAMAN|YANNERGEE"
2344,NSW,"DURI","DURI|WINTON"
2345,NSW,"ATTUNGA","ATTUNGA|GARTHOWEN"
2346,NSW,"BORAH CREEK","BORAH CREEK|HALLS CREEK|KLORI|MANILLA|NAMOI RIVER|NEW MEXICO|RUSHES CREEK|UPPER MANILLA|WARRABAH|WIMBORNE|WONGO CREEK"
2347,NSW,"BANOON","BANOON|BARRABA|COBBADAH|GUNDAMULDA|GULF CREEK|IRONBARK|LONGARM|LINDESAY|QLD 4650 MAYVALE|RED HILL|THIRLDENE|UNIVERSITY OF ADELAIDE UPPER HORTON|WOODSREEF"
2350,NSW,"ABERFOYLE","ABERFOYLE|ABINGTON|ARGYLE|ARMIDALE|ARMIDALE DC|BOOROLONG|CASTLE DOYLE|DANGARSLEIGH|DUVAL|DONALD CREEK|DUMARESQ|ENMORE|HILLGROVE|INVERGOWRIE|QLD 4184 KELLYS PLAINS|JEOGLA|NSW 2250 LYNDHURST|METZ|PUDDLEDOCK|SAUMAREZ|THALGARRAH|TILBUSTER|WARDS MISTAKE|WOLLOMOMBI|WONGWIBINDA"
2351,NSW,"ENGLAND","ENGLAND"
2352,NSW,"KOOTINGAL","KOOTINGAL|LIMBRI|MULLA CREEK|TINTINHULL"
2353,NSW,"MOONBI","MOONBI"
2354,NSW,"KENTUCKY","KENTUCKY|KENTUCKY SOUTH|NIANGALA|NOWENDOC|WALCHA|WALCHA ROAD|WOLLUN|YARROWITCH|WOOLBROOK"
2355,NSW,"BENDEMEER","BENDEMEER|RETREAT|WATSONS CREEK"
2356,NSW,"GWABEGAR","GWABEGAR"
2357,NSW,"TAS 7321 BOMERA","TAS 7321 BOMERA|BOX RIDGE|BUGALDIE|COONABARABRAN|DANDRY|GOWANG|PURLEWAUGH|QLD 4230 ROCKY GLEN|ULAMAMBRI"
2358,NSW,"BALALA","BALALA|ARDING|GOSTWYCK|KINGSTOWN|MIHI|DISTRICT SECTION D ROCKY RIVER|TORRYBURN|QLD 4344 URALLA|YARROWYCK"
2359,NSW,"AYERS RANGE SOUTH BAKERS CREEK","AYERS RANGE SOUTH BAKERS CREEK|BUNDARRA"
2360,NSW,"AUBURN VALE","AUBURN VALE|BUKKULLA|BRIGHTON EVENTIDE BRODIES PLAINS|COPETON|ELSMORE|GILGAI|GRAMAN|GUM FLAT|HOWELL|INVERELL|KINGS PLAINS|LITTLE PLAIN|NSW 2170 LONG PLAIN|MOUNT RUSSELL|NEUTRAL BAY JUNCTION NEWSTEAD|NORTH WAGGA WAGGA NULLAMANNA|OAKWOOD|PARADISE|ROB ROY|SAPPHIRE|STANBOROUGH|SWANBROOK|WALLANGRA|WANDERA|WOODSTOCK"
2361,NSW,"ATHOLWOOD","ATHOLWOOD|ASHFORD|BONSHAW|LIMESTONE|PINDAROI"
2365,NSW,"BALD BLAIR","BALD BLAIR|BALDERSLEIGH|AUSTRALIAN DEFENCE BACKWATER|BASSENDEAN|BEN LOMOND|BLACK MOUNTAIN|BRIARBROOK|BROADBEACH WATERS BRUSHY CREEK|BROCKLEY|FALCONER|GEORGES CREEK|GLENCOE|GLEN NEVIS|GREEN HILLS|GUYRA|LLANGOTHLIN|MAYBOLE|MOUNT MITCHELL|NEW VALLEY|SOUTH GUYRA|TENTERDEN|THE BASIN|TUBBAMURRA|THE GULF|WANDSWORTH"
2369,NSW,"OLD MILL","OLD MILL|STANNIFER|TINGHA"
2370,NSW,"BALD NOB","BALD NOB|DUNDEE|DIEHARD|FURRACABAD|GIBRALTAR RANGE|GLEN ELGIN|GLEN INNES|KOOKABOOKRA|KINGSGATE|KINGSLAND|LAMBS VALLEY|MATHESON|MOOGEM|MOOROOPNA NORTH MORVEN|MOGGS SWAMP|NEWTON BOYD|PINKETT|REDDESTONE|RANGERS VALLEY|RED RANGE|SHANNON VALE|STONEHENGE|SWAN VALE|WAVELL HEIGHTS NORTH WELLINGROVE|YARROWFORD"
2371,NSW,"CAPOOMPETA","CAPOOMPETA|DEEPWATER|EMMAVILLE|ROCKY CREEK|STANNUM|TORRINGTON|WELLINGTON VALE|YELLOW DAM"
2372,NSW,"BACK CREEK","BACK CREEK|BOONOO BOONOO|BOOROOK|QLD 4350 BOLIVIA|BOOKOOKOORARA|CARINGBAH SOUTH CARROLLS CREEK|CROOKED CORNER CULLENDORE|FOREST LAND|LISTON|MOLE RIVER|MINGOOLA|RIVERTREE|ROBINVALE IRRIGATION ROCKY RIVER|SANDY FLAT|SALISBURY PLAINS SANDY HILL|SILENT GROVE|TENTERFIELD|TARBAN|TIMBARRA|WOODSIDE|WYLIE CREEK"
2379,NSW,"GOOLHI","GOOLHI|MULLALEY|NOMBI|NSW 2550 NAPIER LANE"
2380,NSW,"BLUE VALE","BLUE VALE|EMERALD HILL|GHOOLENDAADI|GUNNEDAH|KELVIN|MARYS MOUNT|MILROY|ORANGE GROVE|PROVIDENCE PORTAL QUEANBEYAN EAST RANGARI"
2381,NSW,"BREEZA","BREEZA|CURLEWIS|PREMER|TAMBAR SPRINGS"
2382,NSW,"SA 5201 BLAXLANDS CREEK BOGGABRI","SA 5201 BLAXLANDS CREEK BOGGABRI|MAULES CREEK|WEAN|WILLALA"
2386,NSW,"DRILDOOL","DRILDOOL|NORTH STRADBROKE ISLAND NOWLEY"
2387,NSW,"BULYEROI","BULYEROI|QLD 4370 ROWENA"
2388,NSW,"BOOLCARROLL","BOOLCARROLL|CUTTABRI|MERAH NORTH|PILLIGA|SPRING PLAINS|THE PILLIGA|WEE WAA|YARRIE LAKE"
2390,NSW,"BAAN BAA","BAAN BAA|BACK CREEK|BERRIGAL|BOHENA CREEK|BULLAWA CREEK|COURADDA|EDGEROI|EULAH CREEK|HARPARARY|JACKS CREEK|KAPUTAR|NARRABRI|NARRABRI WEST|ROCKY CREEK|TARRIARO|TURRAWAN"
2395,NSW,"BINNAWAY","BINNAWAY|ROCKINGHAM BEACH ROPERS ROAD|WEETALIBA"
2396,NSW,"BARADINE","BARADINE|BARWON|GOORIANAWA|KENEBRI"
2397,NSW,"BELLATA","BELLATA|JEWS LAGOON|MILLIE"
2398,NSW,"GURLEY","GURLEY"
2399,NSW,"BINIGUY","BINIGUY|PALLAMALLAWA"
2400,NSW,"ASHLEY","ASHLEY|BULLARAH|CROOBLE|MALLOWA|MOREE|TERRY HIE HIE|TULLOONA"
2401,NSW,"GRAVESEND","GRAVESEND"
2402,NSW,"CONDAMINE PLAINS COOLATAI","CONDAMINE PLAINS COOLATAI|WARIALDA|WARIALDA RAIL"
2403,NSW,"BALFOURS PEAK","BALFOURS PEAK|DELUNGRA|GRAGIN|MYALL CREEK"
2404,NSW,"BANGHEET","BANGHEET|BINGARA|DINOGA|ELCOMBE|GINEROI|KEERA|PALLAL|U UPPER BINGARA|WHITLOW"
2405,NSW,"BOOMI","BOOMI|GARAH"
2406,NSW,"MUNGINDI","MUNGINDI|WEEMELAH"
2408,NSW,"BLUE NOBBY","BLUE NOBBY|NORTH STAR|YALLAROI"
2409,NSW,"BOONAL","BOONAL|BOGGABILLA"
2410,NSW,"TWIN RIVERS","TWIN RIVERS|YETMAN"
2411,NSW,"CROPPA CREEK","CROPPA CREEK"
2415,NSW,"MONKERAI","MONKERAI|NOOROO|STROUD ROAD|VIC 3010|WATTLETREE ROAD PO WEISMANTELS"
2420,NSW,"ALISON","ALISON|BANDON GROVE|BENDOLBA|BROOKFIELD|CAMBRA|CHICHESTER|DUNGOG|FLAT TOPS|FOSTERTON|HANLEYS CREEK|HILLDALE|MAIN CREEK|MARSHDALE|MARTINS CREEK|MUNNI|SALISBURY|STROUD HILL|SUGARLOAF|TABBIL CREEK|UNDERBANK|WALLARINGA|WALLAROBBA|WIRRAGULLA"
2421,NSW,"FISHERS HILL","FISHERS HILL|PATERSON|SUMMER HILL|TORRYBURN|TOCAL|NSW 2250 VACY|WEBBERS CREEK"
2422,NSW,"BAKERS CREEK","BAKERS CREEK|BACK CREEK|BELBORA|BERRICO|BAXTERS RIDGE|BARRINGTON|BINDERA|BOWMAN|BOWMAN FARM|BRETTI|BUNDOOK|BULLIAC|COBARK|COPELAND|CONEAC|CRAVEN|CRAVEN PLATEAU|CURRICABARK|DEWITT|FAULKLAND|FORBESDALE|NSW 2323 GANGAT|GLOUCESTER|GIRO|GLEN WARD|INVERGORDON|KIA ORA|MARES RUN|MERNOT|MOPPY|MOGRANI|RAWDON VALE|ROOKHURST|STRATFORD|TERREEL|TITAATEE CREEK|TIBBUC|TUGRABAKH|WAGGA WAGGA BC WALLANBAH|WARDS RIVER|WAUKIVORY|WOKO"
2423,NSW,"BOOLAMBAYTE","BOOLAMBAYTE|BOMBAH POINT|BRUNSWICK NORTH BULAHDELAH|BUNGWAHL|NSW 2447 COOLONGOLOOK|CRAWFORD RIVER|MARKWELL|MAYERS FLAT|MUNGO BRUSH|MYALL LAKE|NERONG|SAWMILL SETTLEMENT SEAL ROCKS|TOPI TOPI|VIOLET HILL|UPPER BLESSINGTON UPPER MYALL|WANG WAUK|WARRANULLA|WILLINA|YAGON|WOOTTON"
2424,NSW,"CAFFREYS FLAT","CAFFREYS FLAT|CELLS RIVER|COOPLACURRIPA|CUNDLE FLAT|KNORRIT FLAT|KNORRIT FOREST|MOUNT GEORGE|TIRI"
2425,NSW,"ALLWORTH","ALLWORTH|BOORAL|GIRVAN|STROUD|THE BRANCH|WASHPOOL"
2426,NSW,"COOPERNOOK","COOPERNOOK|LANGLEY VALE|MOTO"
2427,NSW,"CRANBOURNE SOUTH CROWDY HEAD","CRANBOURNE SOUTH CROWDY HEAD|HARRINGTON"
2428,NSW,"VIC 3193 BLUEYS BEACH","VIC 3193 BLUEYS BEACH|BOOTI BOOTI|CHARLOTTE BAY|COOMBA PARK|CONSTITUTION HILL COOMBA BAY|DARAWANK|ELIZABETH BEACH|FORSTER|GREEN POINT|PACIFIC PALMS|SMITHS LAKE|SANDBAR|SHALLOW BAY|TARBUCK BAY|TIONA|TUNCURRY|WALLINGAT|WALLIS LAKE|WHOOTA"
2429,NSW,"BOBIN","BOBIN|BOORGANNA|BULGA FOREST|BUCCA WAUKA|CAPARRA|BUNYAH|BURRELL CREEK|CEDAR PARTY|COMBOYNE|DYERS CROSSING|DOLLYS FLAT|DINGO FOREST|ELANDS|FIREFLY|INNES VIEW|KARAAK FLAT|KUNDIBAKH|KHATAMBUHL|KIMBRIKI|KRAMBACH|KIPPAXS|KILLABAKH|KILLAWARRA|MARLEE|MOORAL CREEK|STRATHCEDAR|TIPPERARY|THE BIGHT|WINGHAM|WHERROL FLAT|YARRATT FOREST"
2430,NSW,"NSW 2469 BLACK HEAD","NSW 2469 BLACK HEAD|BOHNOCK|BOOTAWA|BRIMBIN|CHATHAM|CUNDLETOWN|CROKI|DIAMOND BEACH|FAILFORD|GHINNI GHINNI|GLENTHORNE|HALLIDAYS POINT|HILLVILLE|JONES ISLAND|KUNDLE KUNDLE|KOORAINGHAT|KIWARRAK|LANSDOWNE|MANNING POINT|MELINGA|MONDROOK|OLD BAR|OXLEY ISLAND|PAMPOOLAH|PRINCE HENRY HEIGHTS RAINBOW FLAT|POSSUM BRUSH|RED HEAD|PURFLEET|SALTWATER|TAREE|TAREE DC|TAMBORINE MOUNTAIN TAREE SOUTH|TINONEE|WALLABI POINT"
2431,NSW,"ARAKOON","ARAKOON|JAMBOREE HEIGHTS JERSEYVILLE|VIC 3192"
2439,NSW,"BARONGAROOK WEST BATAR CREEK","BARONGAROOK WEST BATAR CREEK|BOBS CREEK|BLACK CREEK|HERONS CREEK|KEW|KENDALL|KEREWONG|LORNE|ROSSGLEN|SWANS CROSSING|UPSALLS CREEK"
2440,NSW,"ALDAVILLA","ALDAVILLA|AUSTRAL EDEN|BELMORE RIVER|BELLBROOK|BELLIMBOPINNI|BURNT BRIDGE|CARRAI|COMARA|CORANGULA|CLYBUCCA|COLLOMBATTI|CRESCENT HEAD|DEEP CREEK|DONDINGALONG|EAST KEMPSEY|EUROKA|FREDERICKTON|GLADSTONE|GREENHILL|HAMPDEN HALL|HAT HEAD|HICKEYS CREEK|KEMPSEY|KINCHELA|LOWER CREEK|MILLBANK|MOPARRABAH|MOONEBA|MUNGAY CREEK|RAINBOW REACH|POLA CREEK|SMITHTOWN|SCRUBBY MOUNTAIN SEVEN OAKS|SHERWOOD|SKILLION FLAT|SOUTH KEMPSEY|TEMAGOG|SUMMER ISLAND|TOOROOKA|TURNERS FLAT|VERGES CREEK|WITTITRIN|WEST KEMPSEY|WILLAWARRIN|WILLI WILLI|YARRAVEL|YESSABAH"
2441,NSW,"QLD 4572 ALLGOMERA","QLD 4572 ALLGOMERA|BALLENGARRA|BARRAGANYATTI|BRIL BRIL|COOPERABUNG|EUNGAI RAIL|EUNGAI CREEK|GEARYS FLAT|GRASSY HEAD|GUM SCRUB|HACKS FERRY|KUNDABUNG|KIPPARA|MARLO MERRICAN|SA 5540 ROCKHAMPTON CITY ROLLANDS PLAINS|TELEGRAPH POINT|STUARTS POINT|TAMBAN|YARRAHAPINNI"
2442,NSW,"MERRYLANDS WEST","MERRYLANDS WEST"
2443,NSW,"CAMDEN HEAD","CAMDEN HEAD|CORALVILLE|DEAUVILLE|DIAMOND HEAD|DUNBOGAN|HANNAM VALE|JOHNS RIVER|LAURIETON|LAKEWOOD|MIDDLE BROTHER|MOORLAND|NORTH HAVEN|STEWARTS RIVER|WAITUI|WEST HAVEN"
2444,NSW,"FERNBANK CREEK","FERNBANK CREEK|NORTH SHORE|PORT MACQUARIE|RIVERSIDE|THRUMSTER|THE HATCH"
2445,NSW,"BONNY HILLS","BONNY HILLS|GRANTS BEACH|JOLLY NOSE|LAKE CATHIE"
